Age,Genre,3D,IMAX,Rating_IMDB,Rating_Rotten_Tomatoes,Streaming_Netflix,Streaming_Amazon_Prime,Streaming_Disney+,Actor_1_Popularity,Actor_2_Popularity,Director_Popularity,Marketing_Budget,Viewer_Reviews,Awards_Won,Marketing_Campaign_Success,Sequel,Prequel,Social_Media_Buzz,Movie_Length_minutes,Budget,In_Theaters,Interest Level
19,Drama,0,0,7.369492152407747,43.56580435820235,0,1,0,83.79283999714353,72.31694806048809,61.75708898483098,775083.543779774,8.860457479339427,1,1.286102345996239,1,1,89.76155226043488,156,9985334.938484836,0,High
18,Action,0,1,1.5598290354823248,83.26396793445177,0,1,1,22.330827820297273,45.00351781980131,79.56020282065427,130576.55173203685,1.7560154306856308,2,7.068083047736788,1,0,30.691391799229635,105,68295915.96436156,0,Low
29,Action,1,1,2.325727398510733,12.869218253798497,0,0,0,12.927700421408327,26.37294516155254,9.474355729454064,454300.00649010314,7.133734268979853,0,4.612574046814249,0,0,19.000872627874,60,25358336.687171526,1,Low
22,Comedy,1,1,1.0705743169472512,73.75765889209453,1,0,0,85.30218001789464,19.85093610646611,19.16233059112764,507423.1859611172,7.120987285899496,4,6.053721388958306,1,1,45.12941046112591,225,39258913.17940532,0,Medium
54,Romance,1,1,6.678296112062471,53.61403650474123,1,0,1,16.50466867437234,67.32539559506259,76.08196363038611,687702.5227730288,7.021720151760549,1,6.732618562187196,1,1,25.192355624242968,161,64628825.06161373,0,Medium
49,Action,1,1,5.029060828693765,29.506588924923257,0,0,0,97.50124805228333,1.0397528585086473,3.176665681893037,633650.1988506624,9.481010454415333,1,9.752361060485432,1,0,53.256547242491386,94,43705086.195839934,0,Medium
26,Action,0,0,2.2084736581204796,49.78913886874963,1,1,0,84.41128471046507,80.78322575048857,81.87092060348449,810909.9522722296,8.407787761061924,1,1.6143927926995087,1,0,28.25052857998733,113,25129551.28721971,0,Low
58,Drama,0,0,9.621407089510933,30.69426490792524,0,1,1,50.58678398307032,8.845711006862953,2.380952850499234,45706.68249231191,1.3777545361915542,3,4.761259163482942,0,0,86.58446402395023,83,33511174.06914464,0,High
52,Sci-Fi,1,0,5.766937515510579,60.01211356859229,0,0,1,98.16072106728049,19.957471875903824,66.05476506706606,297144.2840546178,5.239745656340618,1,3.2130814017383296,0,1,61.12513463351487,215,34220656.880625315,0,Medium
36,Comedy,1,1,3.1770396470160027,43.950548362669174,1,1,1,10.640296181692417,39.23740313460987,37.14429810294878,280853.98465660436,4.581577505812001,4,5.290407386711327,1,1,1.0238263045473244,81,95936458.06037055,1,Low
33,Comedy,0,0,5.505432140392368,17.276147378808993,1,1,0,31.003510356335063,49.00101523189426,61.53799041920071,146870.88868651612,3.7913249898172188,2,9.284250705524993,1,1,80.74189973330265,75,79881440.29075275,0,High
20,Romance,1,0,7.11658299461597,12.541724381013974,1,0,1,64.18421708902054,36.14451646558024,69.90710929192225,289889.0756025867,5.0620305263868755,4,7.5158583872333615,1,1,33.69102133588844,72,45909022.27079207,0,Medium
37,Romance,1,0,1.6861529617620803,55.122872525140885,0,1,1,35.65067997884469,32.75050433344509,34.905046699444114,310455.5488287605,4.457747664333797,1,6.95754627831904,1,1,32.70059043134076,159,20062109.942102276,1,Low
41,Comedy,1,0,3.472334335431028,90.33889029532425,0,1,1,92.90888264609839,96.42768519524566,11.68828236297272,522362.5774655508,4.891005098907987,2,4.971212887880597,0,0,38.92321840131227,159,81120509.41523933,1,Low
50,Romance,1,0,8.262689417955944,35.05181096921087,1,0,1,7.496982729603939,64.51638844309603,7.894940907078299,664040.7744473298,9.813356790477782,0,7.040012485369923,1,0,63.395990280323986,121,15802528.913676513,1,High
41,Drama,0,1,5.136983833623951,73.56701061503969,0,1,0,55.39177137403549,3.3198625813714324,59.30466623369224,381719.41309820226,1.7976967727462267,0,1.291378395469673,1,0,44.764010329028075,230,21125175.49248614,0,Low
28,Comedy,1,0,5.919194278290654,66.20747413903693,1,1,1,59.49576047211634,43.587414935987006,52.544880019677045,719750.7610820677,9.300077828548568,4,6.27614804826905,0,1,63.23491911040054,146,36664737.8448311,1,High
25,Romance,1,1,4.895344019885224,93.22393651663862,0,1,0,65.6200842539452,87.62586127465305,74.47789990299212,336829.1732410004,5.32213042123924,2,5.983989063393234,0,1,15.531291441943445,137,88046784.76561381,0,Low
53,Comedy,0,1,1.395099483787046,82.27712071261494,1,0,1,26.31095610984963,30.84416245465613,51.46381549038978,290993.3936374456,6.61368020949587,4,4.119763887668736,1,0,97.0462819878845,219,13265488.196547614,1,High
55,Sci-Fi,0,1,2.4917480183814034,57.093920631640835,1,0,0,37.09207632446658,10.361078132664435,42.822133213057036,541646.8678011673,8.471646699559244,2,2.8136271288169756,0,0,73.23102242130253,126,12311195.866167156,0,High
57,Action,1,1,5.009874748677018,66.04601932517663,0,1,0,84.52437243683279,76.08009238740186,40.41063064538685,24692.643945484815,4.2441672623433,2,8.267999958993709,0,0,25.77050361065992,150,49448101.33169607,0,Low
37,Comedy,0,1,2.8826691886713505,89.94026019181945,1,1,0,20.299334128045825,60.99536936167205,3.618243357169079,80709.33451036637,4.873797172791702,4,1.4847590300958684,1,1,72.69282089940282,236,27713413.055258103,1,Medium
52,Action,1,0,1.4498112579371085,40.55235967410655,1,1,1,82.85991687016285,57.46093827482389,34.22016296796906,418551.5740429405,4.685666322508426,2,1.62705577981229,1,1,57.927520169902294,92,56915921.37065117,0,Medium
42,Romance,1,0,8.592846976466413,33.35267587991996,0,0,0,56.7028868673715,6.304079401133385,97.62599559492493,942969.7986803647,4.372579202821838,1,4.964695695857319,0,1,11.80971064394795,174,45218504.799854025,0,Low
52,Action,0,0,9.830732762477043,2.0702972798844375,1,0,1,76.45656360821413,14.909401969756216,87.4820020464818,721790.2680635802,9.329763894822054,2,3.2729909266774455,1,1,18.641446252024483,78,43552414.72448656,0,Medium
42,Comedy,1,1,8.138285865970655,82.82855634495496,0,0,1,71.64712926008369,62.63239022509826,33.60842863638755,89038.44293105719,8.460369020737108,2,7.709071721563184,0,1,5.089506050225016,223,11286099.75165063,0,Low
46,Sci-Fi,1,0,8.684064295342004,80.29708933993312,1,1,1,21.543638043103023,21.574560304424747,59.191745101570845,846471.6947680928,1.980999908766785,4,6.7077106922907195,0,0,81.11456909579343,183,14190864.055959031,1,High
35,Romance,1,0,3.1777941728534085,11.340997291914986,0,1,1,57.31246090695341,50.902937895094006,84.8823778080139,732568.4698375728,1.9731101722938642,0,7.952813165139683,0,0,55.618770506928264,202,82125749.88694033,1,Low
63,Comedy,1,1,9.645642779618798,58.10888073213732,1,1,1,86.90459212770415,54.943286916909955,44.6861593382568,611335.5791769505,4.850825633676921,3,3.9221106070402096,1,1,32.35811621637097,179,88599685.48341727,1,Medium
35,Romance,0,1,2.7723313400808554,46.93418811852185,1,1,0,43.779507443391005,29.067211836823002,2.777828511264945,820472.6676485682,1.8879163905952816,2,7.664670456560807,1,1,13.508145300791803,156,23544884.9352365,0,Low
19,Drama,0,1,9.562868293256491,12.752200455402035,1,1,1,96.69248625210835,94.8940903986078,8.376535720045368,404705.7378952142,6.571837857440077,3,8.76072912423759,0,0,48.92054172007754,83,11434704.102324428,1,Medium
52,Action,1,1,9.95337364569356,98.07625447901164,1,0,0,45.76929491007009,84.40394657672194,51.528879413521956,222279.5498029989,2.293224465355605,2,4.1074704497671455,0,1,53.000873325075936,86,5436325.52625761,1,Medium
33,Drama,0,0,7.405505251714438,22.25489285887219,0,1,0,15.135778030120584,72.51497725564705,96.97449819191196,512511.3657196506,5.70135937570121,4,4.0590623904565,1,1,70.49290159707003,236,60868931.61281549,0,High
58,Comedy,1,1,9.830293586126396,7.6561838289655535,0,1,0,39.55403332768965,8.721392774531498,69.62774467966791,549292.9138378804,1.0649795230334598,4,9.099562635157836,0,0,97.02378383426206,134,71563785.92877054,1,High
53,Sci-Fi,1,1,6.125858016103933,59.88989057068905,0,1,0,95.21853823266318,11.506871911592924,8.020702952418382,538788.0456379021,3.8493671357138206,2,1.4481122786893823,0,1,44.059607510330096,82,37343717.921400234,1,Medium
50,Romance,1,0,3.335876048584813,74.14780103617024,0,0,0,32.65236408464557,49.78535324063061,19.746726703394415,565508.7176886252,7.094716513053899,4,4.1517046515775995,1,1,41.19738645284256,220,67999619.16231489,1,Medium
21,Action,1,0,4.932962970990587,4.211901158671509,0,1,0,86.94171782683922,16.910621569907583,77.36099117846815,948756.2133209417,5.356350462050636,4,2.0680524286462365,1,0,37.62307045442213,100,71324585.67439666,0,Medium
50,Romance,1,1,6.342048418409074,66.21304623397519,0,0,0,88.24381748650708,97.84828088941794,84.30253623566823,902343.3774731351,9.804425373990894,2,1.2608253122497861,1,1,82.86546698771924,115,93540693.91155085,1,High
31,Comedy,0,0,1.6577340582431348,53.69689571919399,0,0,1,35.66846590886414,16.693503168713534,62.15176403267049,875841.3195223805,8.866934164595897,0,2.015824758821399,1,1,16.47540491852455,216,6580876.419727214,1,Low
38,Romance,1,1,6.601089381555215,11.223235878629794,1,0,0,9.24250814701258,49.25931571093342,64.79789379335185,801615.3940977185,4.2316370113883615,2,4.881212120622493,0,0,35.037477459873855,218,19309943.150784872,1,Medium
37,Action,0,1,9.83060053086065,18.079863817689844,1,0,1,72.731233006723,37.047984627309035,3.80540758795508,943484.6791580201,1.4093788732504713,0,7.182604623050117,1,0,72.7721096826637,157,6945746.160939115,0,Medium
25,Comedy,0,0,2.7109688480535485,57.22945543429197,1,0,0,31.839717602384617,64.2992557239557,83.02449569856934,99396.14703772384,8.610636701035169,4,3.6035418199776665,1,1,2.5537985989022016,205,86812593.94027744,0,Low
24,Romance,1,0,8.13335604659545,30.339403737815548,1,1,0,78.50943781149967,13.774604480053066,79.03924560891214,265858.13818429376,9.201108792832043,0,8.647077766610122,0,0,29.648691636963772,65,79279457.2873535,1,Medium
20,Sci-Fi,1,1,9.171089144016575,93.89325713648029,0,1,0,44.82282997778288,43.601326376196695,26.644479266231368,495560.8897089303,8.385646540771331,4,4.938540658645151,0,0,64.50326911271627,239,57506742.85512172,1,High
34,Comedy,1,1,9.493314335381987,82.05528271892103,0,0,0,49.041407491919536,28.19579824790722,71.15899527658519,846687.9586302818,2.1515494682778837,0,9.714052458655692,0,1,19.409257702079664,99,8457974.664113197,1,Low
50,Comedy,1,1,9.641220439649025,98.37315344485263,0,0,1,78.01303126810514,88.88740094249712,22.27060603607481,505660.54581120977,9.98123620971059,0,9.5874010249933,1,0,30.968346343302848,101,27403904.629506588,0,Medium
29,Sci-Fi,1,0,5.693136748493248,26.707413056090985,1,0,1,38.85396977510116,5.017985501334813,4.992685944099787,748286.7046022471,3.3272579939749645,2,7.959486004001335,0,1,49.11846237383969,91,29842212.821045842,0,Medium
39,Drama,0,1,9.795771171923533,97.00263964699973,0,1,1,44.86960718696854,91.45902190663946,20.91251771644735,139820.9453436673,7.51784421527533,0,9.391649465319563,1,0,42.78033303099903,69,56118245.28194017,1,Medium
39,Action,1,1,7.81579186420995,43.69215310936423,1,1,0,38.242856408192594,83.46641971674704,18.68425879867565,253161.3991635836,9.172313887021494,4,7.363864685450004,0,0,11.496691805582506,128,25878585.014267873,1,Medium
63,Drama,1,1,2.455042926132657,35.404360736061705,0,0,0,37.366711012450715,30.45950092764073,34.437051676749874,732044.3189426347,3.121184028976385,2,9.060248709920632,1,1,93.88529690330762,68,7388690.404904189,0,High
47,Romance,0,1,5.29210095821173,5.984603169965971,0,1,0,53.06871111324448,79.13977481303337,42.42650022037035,165569.27487883632,9.174326992093594,0,3.1282634562967586,0,1,5.384979337627184,128,73103153.95514461,0,Low
55,Sci-Fi,0,1,7.464980578348036,6.22376052810066,0,1,1,81.07114500561391,4.090142473536009,51.345350258273086,352004.5787202718,3.7853342127538028,2,4.108781801591188,1,1,75.22453288585898,198,29978113.144375592,1,High
55,Drama,1,0,3.22606284237175,69.50911433871882,0,0,0,36.81506288033402,96.71968947904597,48.19863367532449,265601.39155575784,9.787719001456505,3,7.776370594043754,1,0,8.070854338024589,158,45292180.284627736,0,Low
62,Comedy,0,1,6.765536651939986,46.33497044896876,1,0,1,52.901217333235934,53.13289931638914,27.796785990563645,350511.832528256,3.5313401834242715,2,4.821051143859014,0,1,47.26228449948285,133,12853896.834732305,1,Medium
25,Romance,1,1,6.999404311419573,23.425640977574464,1,1,1,67.40200521881748,31.02482158047908,3.887896188833372,708615.7250288923,9.580922422820517,3,8.535946904420662,0,1,18.365717873885693,162,80274575.5091185,1,Medium
44,Romance,0,1,2.464297694277093,61.78306032619803,0,1,0,27.674505184061847,36.89573804687303,60.90506060147792,368479.33396165824,1.4819018580340741,3,8.898749844289977,1,0,14.968681846463603,182,56596634.50471336,0,Low
44,Drama,0,1,6.085767812074806,26.032953706761006,1,1,0,28.474757685336865,7.5741299925892385,40.17873815488808,555708.0592853322,7.383448105028317,2,3.697565362488324,0,0,13.463899677630783,161,90168404.0583653,1,Low
51,Drama,1,0,7.944642198807469,58.18554368009784,0,0,1,93.40789957532202,98.94560189016188,30.568543581367422,100831.94517735524,5.789000204533034,4,8.411057273706161,1,0,45.825877032838896,67,49597609.1502268,1,Medium
38,Sci-Fi,0,0,5.490060980823477,36.561665951286344,0,0,1,72.62992275977777,4.8899025699185525,86.82716324022071,805212.6755413932,5.300893694104576,4,2.3883784395863508,1,1,52.03300602934194,236,94148424.61460619,1,Medium
47,Action,0,0,1.1089280509849668,82.53167043457009,0,0,1,58.14148094610758,65.83580519163804,74.92758747201782,370518.73702247674,3.01144882830256,4,4.007770403831641,1,0,14.205064860741148,211,89197633.61769447,1,Low
50,Drama,0,1,1.0813462217136296,82.24891991591116,0,1,0,65.12428538764058,44.830856842939376,85.91878928887178,648885.624874309,7.350362107988428,1,5.6616845600925005,0,0,97.96017729635771,220,57688339.66027747,1,High
45,Drama,0,1,4.21326409573011,48.25768941411773,1,1,0,3.900644867238418,94.9427056006828,50.00329667653364,725664.2120601708,2.717285423016764,3,3.0379938589350295,1,1,26.51882279936009,78,93395954.47117135,1,Low
64,Comedy,0,0,9.335746615886038,35.73109182416654,0,0,0,62.19219359060799,25.353974290372722,13.96219396055097,210451.2611895887,5.975576163862915,2,6.213410466176794,1,0,46.425292620675535,61,32376565.854725774,1,Medium
50,Romance,0,0,3.058091016432479,36.89341985935036,0,1,0,51.44137844919599,53.67659556986312,69.92592217600597,884790.3099683966,3.2792082673622573,4,6.208255708458819,1,0,22.410686202588895,114,36627652.054150715,0,Low
22,Action,1,0,6.709273199845184,80.76573804115357,1,0,0,55.02921829816413,48.75326464969255,21.40130421378035,616608.027355346,9.600592418032205,4,2.8621260536581516,1,1,49.89834189950501,198,4643247.3354730895,0,High
36,Comedy,1,1,2.998682836239885,33.48976879696359,0,1,0,36.58295885625089,70.58377796096003,44.68173724007996,429296.41660973,1.2576807445208753,2,8.16077210396911,0,0,75.84564166405302,76,58961170.58570892,1,Medium
21,Sci-Fi,0,1,3.8950299069359375,21.696877996977754,1,0,1,9.065915873581247,7.73301296328963,7.4350781059399615,183152.84839464133,2.7975545210011292,3,6.684800404703472,0,1,52.589099415155026,229,72220204.59590045,0,Medium
52,Sci-Fi,1,0,8.632378806413357,9.384145845655375,0,1,1,20.140584127593165,20.18512387231213,82.70553183987526,942358.6369633055,3.1807954574870294,2,3.8598445614245884,1,1,29.279238201087466,120,77374567.1051861,1,Low
34,Drama,1,0,7.559752980429522,47.20261896755643,0,1,1,95.1237266080545,22.241917189192133,13.468123463702558,755313.1359274935,4.726610431910348,1,3.0896630512326273,0,1,25.59126426465987,190,15066646.97600572,1,Low
61,Drama,1,0,1.8585934958188957,48.731077793064344,0,0,0,41.461256664822464,74.07692472932727,90.40665319788165,208816.53817051562,3.0945721768304817,1,8.908751249510441,0,1,76.13450621647829,145,44471491.32401878,0,Medium
45,Sci-Fi,0,1,4.858318188877902,84.24996232988781,0,0,1,47.201632427255554,19.724730936347267,86.55882962389416,338373.06394950027,5.422141812419067,2,8.521680207021873,1,1,12.705579396900063,94,17768634.888182174,1,Low
47,Drama,1,1,1.26252787280738,22.902630948160333,0,0,0,6.2182691954904605,57.775684625206694,46.99369367948536,809864.5838299852,8.85218970932685,3,3.067846073699737,0,0,37.62668294618108,162,66246522.15053946,1,Medium
46,Action,0,1,5.328011319427081,38.718136093171594,0,0,0,4.719056724854078,22.309138229594417,74.69245222609507,695981.9855521236,7.4085707926825375,4,1.320447038648579,0,1,15.99678894873465,125,15878842.604934635,0,Low
63,Drama,1,0,6.9619061053096125,81.0321681504754,1,0,1,72.00096325762901,86.30087005831386,62.32506230799717,766018.5084230086,6.219657824815999,1,8.240793361688116,0,1,26.53960710015371,60,90425952.02721189,0,Medium
23,Romance,0,0,2.066523612383364,82.53873746414838,0,1,0,54.27137174799002,94.27635999447422,80.50448859143674,441759.9011107195,1.8010286018441168,1,6.539576997385388,0,1,16.115640016010268,194,23140401.101575192,0,Low
52,Drama,0,1,3.5999644501824912,39.07649652189805,1,0,1,51.361892437410404,52.330804519281806,43.748704977805296,716759.7863795247,7.245928975503481,3,1.9079382524811372,0,1,88.79047834570025,207,29211086.40219566,0,High
58,Comedy,1,0,4.580529629519413,46.45327830538141,1,0,1,25.0693285118442,35.87857953670865,78.79503994019065,387107.2291410498,2.4977285587984586,1,6.286223855970056,0,0,73.45851570229016,230,85105541.58288488,0,Medium
54,Action,1,1,9.275779221904447,31.025303194079008,0,0,0,74.7303224313623,24.171719726732416,46.78322488944965,212051.65402125823,8.077306473655282,1,5.069644168255248,1,0,56.53179735838187,178,45900914.25355781,0,High
41,Comedy,0,0,9.939295138806676,93.32293296351189,1,0,1,17.655421331740698,5.928319150781332,94.15561299643659,633044.3578065186,3.2505108265913787,3,7.970952947263224,0,0,23.218097027057777,193,2497194.9854272953,1,Low
46,Comedy,1,0,1.4042016909605426,12.74573280841645,0,0,1,19.803539622440983,27.581507543552043,49.15083798168961,976037.9116731954,4.753438554888108,2,2.8817635794285703,1,1,51.51245589272029,114,49509166.495144315,0,Medium
63,Romance,1,0,7.849071311458529,93.44119287714553,1,1,1,46.61050496347927,65.76934221458647,46.79930792143922,311290.37042393425,4.154231820861352,4,5.078410698745238,1,0,52.56248743830967,159,8545879.204474293,0,Medium
48,Action,1,0,4.3455165976210886,68.70277873169898,0,0,1,29.34170634908215,53.82807619961187,78.72211429478776,461508.6226203271,8.72932523207371,4,2.406197028267251,1,0,59.44996883973671,80,98535937.39686233,1,High
52,Action,0,1,4.5321236760653205,53.625643115986385,1,0,0,25.49883514208149,94.46008654981182,82.33619148432295,674327.3696987837,2.1389001284206732,1,9.61774505029762,0,1,6.948430565050413,110,58852345.888514675,1,Low
50,Action,0,0,7.788384760123204,4.233247017665091,1,0,1,64.87852681077983,40.23144898667836,55.89442231779591,541964.7758403653,6.090803941463097,4,8.008643412326478,0,1,97.31729514847392,233,25727608.499336746,0,High
38,Action,1,1,9.265837889308678,48.08402299037882,0,1,1,65.4462027766359,69.69247089051106,18.799983536012466,843584.3679133402,2.27855448498756,2,7.6305018385125685,1,0,47.07845808943199,222,56415396.186807014,1,Medium
49,Action,1,1,9.558357350522936,41.367062395270494,1,1,1,82.627189910193,49.44295200003702,47.30806486480037,761980.9637630464,7.34316252518968,1,7.211859985187218,1,0,92.72664563581122,159,7779023.627837309,1,High
40,Romance,1,1,6.194103274344887,16.960662385537134,0,0,0,42.35314813032461,51.745045376496954,96.83917778805817,59238.906658494685,9.14570315015033,4,4.810027982197435,1,0,1.9710033566836593,67,80009141.29645482,1,Low
50,Drama,0,0,4.214090433704525,65.98455074656503,0,0,1,8.235424011588874,27.509657145807633,75.54563311087932,998422.8126898502,4.911468884805281,0,9.309541741328303,0,0,25.508281167895582,127,92540272.58102995,1,Low
20,Comedy,0,1,8.087941772729014,97.1439398294603,0,1,0,28.09297210722431,46.04012690735797,81.30509778403409,752650.0512657478,5.392830342384783,0,1.6562531073430486,0,1,11.295561461020226,166,87456994.38179533,1,Low
35,Action,1,1,3.2590124493607022,56.656692295387984,0,1,1,98.02054085648487,47.60771470425802,4.249724383104773,864039.4129778191,9.346805528344861,0,8.229331645110566,0,1,77.19200155812239,203,34241584.46962642,1,High
42,Drama,1,1,6.07666625950166,71.76057436795064,0,1,1,60.02959894803751,70.95760965314446,47.31808680078183,651546.5143832511,5.688922497844214,0,2.9370945889515943,1,1,32.69237990987641,126,32644235.152372513,1,Medium
59,Drama,1,0,4.227206153723858,7.776594804035661,1,0,1,71.26397139530101,94.12335991942527,65.01549223209798,856428.8429187156,5.388385942446049,0,3.916251600704632,0,1,84.20875833315895,61,3605252.3605083697,0,High
48,Comedy,1,0,6.909679663370885,42.349032585882476,1,0,0,1.7284251329160392,33.60280647076792,83.1732356791794,113270.5919537807,6.204961924338737,1,5.674867560705775,0,1,83.40615120586985,60,65174895.83422158,1,High
20,Romance,1,1,3.163590216041562,12.519490031285091,1,1,0,52.30236748606956,5.177846389548546,5.878091704694375,348390.0977237563,7.2030676272665675,3,8.043895099500215,1,0,67.11168448785041,60,53536987.94056051,0,Medium
57,Sci-Fi,1,0,2.7243365116134317,61.66678771811453,0,0,0,4.7153370956485094,50.13321742456333,85.39144967854544,876544.5226608883,1.9619503757832826,3,8.546814168883628,0,1,66.91239855085374,161,45988702.4956014,1,Medium
63,Sci-Fi,0,1,9.264151780078933,93.90973366320131,1,1,0,57.35379099705335,54.90167188276769,55.29169273744926,202453.55605562535,8.389994749673644,1,6.253590251441124,1,1,70.31580951524036,174,90772332.23813723,1,High
41,Drama,1,1,1.916233146545832,66.51599551469221,1,1,0,92.15631411397146,17.67561456205961,20.534083087029934,79163.85648144271,4.919545247079333,1,4.627319400412167,0,0,67.70261962834768,194,16871102.218176346,0,Medium
49,Comedy,0,0,5.5536211696143845,8.603501783127731,1,1,0,96.87349391954038,76.2859960213306,32.4082664285203,788330.8210052737,1.6511365890773697,2,9.51852179262889,1,1,39.30392741075055,147,1065660.0423492151,1,Low
64,Sci-Fi,1,1,2.9876750466670803,36.1119542935232,1,0,1,54.51471486350349,98.50798173570767,28.911025623404516,835650.669487653,8.07564402278392,3,3.218691662554315,0,0,68.59993681228605,151,7424313.566864466,1,High
39,Drama,1,0,1.350369669931007,55.5156745646443,1,1,0,46.36227571996938,94.63169698383763,53.555044394559104,163489.56597171072,4.392549745176449,0,8.227851182925718,1,1,89.8432899500435,77,22414806.63895415,0,Medium
40,Romance,0,0,1.3241693646228376,40.91756785719197,0,1,1,94.55669233060091,20.513497843541565,6.11688231120205,854491.6367999327,1.9033074558554854,1,6.508446593033379,0,1,33.92477569578574,147,3425226.371419349,1,Low
19,Sci-Fi,0,1,2.576995948952446,83.53075703704206,0,0,0,67.68737336767282,87.6609607501753,16.69507969149243,687081.0278015725,6.704011355889255,0,4.3920551519669235,1,1,94.5440135952804,219,50334086.69324923,1,High
44,Drama,0,0,8.800933190554002,81.65242946628894,1,1,0,7.425028674302537,70.74487000475679,81.45661129420246,520562.6005333673,8.921182180902775,3,1.0123118592718312,1,0,2.344577201978203,232,31477636.477834444,0,Low
59,Drama,0,0,3.54230869579324,61.57127099021892,0,0,0,47.10683218908226,45.93080981688425,14.127795083934295,830419.9425886036,8.989781584725877,4,5.019393712137641,0,1,35.559171288258476,92,18130252.506006453,0,Medium
19,Action,1,1,9.554132535177661,37.97233656813782,0,1,1,24.784256827966086,54.52048843814818,24.10623067635457,419830.0000696468,9.618971273280758,4,3.4904799778806934,0,0,14.07774177114528,132,75033399.08737135,1,Medium
43,Romance,0,1,6.234600636902742,26.27830100256117,1,0,0,47.510627823419476,85.11041732326335,45.88368995481157,194799.9622671738,8.809349137900192,1,1.9391195199300455,1,1,13.535363075457344,236,20524687.49062975,0,Low
34,Action,1,0,4.929527707918895,11.481557503099802,1,1,0,46.09109162862981,48.533359024198944,52.194967923219714,285567.823934003,1.019268274109277,2,1.6764270880427636,0,1,81.72751990714526,220,68791749.58927995,1,Medium
57,Comedy,0,0,6.220799512025091,36.13487066516885,0,1,1,58.632335478659456,37.94752954140756,76.5974374818017,505658.85427502147,4.422170497720512,0,4.128024945804418,1,0,91.91846316026216,87,34991564.09417913,1,High
50,Action,1,1,5.65028546703641,41.90407920356423,1,1,1,36.32027854457587,49.83150180957259,45.28591023995259,531799.4618805025,8.366883219149528,1,6.532816498665837,1,0,77.99806716906558,146,51231593.2901892,0,High
26,Action,1,0,7.828986283815927,67.90646958530328,0,1,1,17.262774496136878,58.33385059946986,79.19659748251834,805775.2456147925,4.296277053986268,2,8.537673838282963,0,1,97.68495618026343,112,93393317.28114685,0,High
60,Sci-Fi,1,0,3.5424645937556702,66.15782260545977,0,1,1,50.86822402440567,19.718687724056537,62.21628439750029,791561.3709286822,6.4139365574173555,0,2.652069204525942,0,0,22.416568046460803,103,3831428.318099702,0,Low
56,Drama,1,0,4.177453524402722,7.940705824484438,1,0,0,83.19008555023045,90.18986529643207,12.196874202958423,581785.1906473703,6.456852526370788,3,4.821795741781447,0,1,14.939191308759355,139,50076424.29699844,0,Low
46,Romance,1,0,9.046848722799256,40.13067222768462,0,0,1,66.73721057869263,67.74450793413178,16.47681240089102,781004.697882111,4.285227736349407,4,4.527605261279369,1,1,52.54967442192174,197,85456853.73672906,1,Medium
59,Action,1,0,9.518108618353649,18.99610785451883,0,1,0,34.49841872659637,63.693622816411406,44.26633881952731,192581.68483537732,9.140265345531589,2,5.620546082876641,1,0,83.07472385951918,73,58838627.41219781,0,High
43,Romance,0,0,9.033024047378271,16.524457826363765,0,1,0,93.61677925312686,10.850126391883176,40.29204991581492,51014.46256620105,5.529055108475059,0,8.286285437285976,0,0,4.94406999296791,162,27759364.644819148,0,Low
52,Action,1,0,4.775031945615822,82.90291282398735,1,1,1,91.30854955366904,60.81321987908659,74.61088269409217,873760.1888120654,5.183057853437507,1,5.982806961993114,1,0,99.56100043898832,95,39828345.40098893,1,High
42,Comedy,0,1,8.023289527061936,5.149606454909495,1,0,0,21.72549153902578,12.975105561610741,58.49297683993783,76478.9392690068,9.977623710957063,0,8.619894221520648,1,1,60.62234699132696,93,68058536.3099846,1,High
41,Action,0,1,5.287021599709889,42.499104714310015,1,0,1,4.902340926915935,8.791069844344506,39.42517501922268,247441.7413142533,5.44150327665355,1,5.6669658046208,0,0,97.91523940595637,147,89092108.24194892,1,High
30,Sci-Fi,1,1,5.477858669314919,17.652161920885302,1,1,0,74.38956212672547,53.20377866859694,17.905268061588178,695623.6306747602,2.6055842673572296,4,6.434626286631444,1,1,37.143081690143916,205,4202530.737286499,1,Low
24,Drama,0,1,2.8421209815155555,88.05369135216893,0,0,1,82.93341587356618,40.875767870603,23.456873130224018,410038.4896896818,5.617624805770943,4,4.936449182436908,1,0,46.344358232825336,75,7246728.306848603,1,Medium
53,Comedy,1,1,6.320172729326648,56.14701081422848,1,1,1,96.81859202918417,59.2922167454661,57.97460082843684,876437.6559455933,8.326150619679371,0,8.407860222660704,1,0,75.48378279734182,224,32572647.208597798,1,High
62,Action,0,0,2.6752230797801313,23.906683001307954,1,1,1,89.09380301474276,9.832994637666621,42.92044168507945,298681.81486760726,7.991742942084533,0,9.314444857281874,0,0,79.47734460557055,100,23354690.47530415,1,High
37,Romance,1,0,3.984082291604744,50.740301429471266,1,1,1,60.45294205243507,43.66732322187858,51.97782337720653,12859.475322689936,8.09723588597624,1,6.752302643108311,0,0,24.070272281673788,84,26566595.53361836,1,Low
18,Comedy,0,0,8.695271814579417,73.41714961060846,1,0,1,53.4751815820257,18.30388478947064,17.897066094921133,301354.9849201834,7.372214055981206,1,8.387042042556136,1,0,93.05030754446454,185,22204872.862725504,1,High
25,Comedy,1,0,2.863682282897697,95.85368288302395,0,1,1,3.756264074996043,98.72290850648754,66.62771898211201,578496.9741356468,3.287960461600194,2,1.5310300059919026,0,1,86.87488906163813,67,19662922.38063026,0,High
